Date,Week,Month,Quarter,Year,Timestamp,Media Type,Media Title,First Time,Media Note
7/16/2019,2019-W29,2019-07,2019-Q3,2019,7/16/2019 0:00:00,Movie,Downsizing,,
7/16/2019,2019-W29,2019-07,2019-Q3,2019,7/16/2019 0:00:00,Book,21 Lessons for the 21st Century,,
7/15/2019,2019-W29,2019-07,2019-Q3,2019,7/15/2019 0:00:00,Book,21 Lessons for the 21st Century,,
7/13/2019,2019-W28,2019-07,2019-Q3,2019,7/13/2019 0:00:00,Movie,"The Hangover, Mary Poppins Returns",,
7/12/2019,2019-W28,2019-07,2019-Q3,2019,7/12/2019 0:00:00,Book,21 Lessons for the 21st Century,,
7/11/2019,2019-W28,2019-07,2019-Q3,2019,7/11/2019 0:00:00,TV,Good Omens,,
7/11/2019,2019-W28,2019-07,2019-Q3,2019,7/11/2019 0:00:00,Book,21 Lessons for the 21st Century,,
7/10/2019,2019-W28,2019-07,2019-Q3,2019,7/10/2019 0:00:00,Book,21 Lessons for the 21st Century,,
7/9/2019,2019-W28,2019-07,2019-Q3,2019,7/9/2019 0:00:00,TV,Good Omens,,
7/9/2019,2019-W28,2019-07,2019-Q3,2019,7/9/2019 0:00:00,Book,21 Lessons for the 21st Century,,
7/8/2019,2019-W28,2019-07,2019-Q3,2019,7/8/2019 0:00:00,Videogame,Super Smash Bros,,
7/8/2019,2019-W28,2019-07,2019-Q3,2019,7/8/2019 0:00:00,Videogame,Super Mario Maker 2,,
7/8/2019,2019-W28,2019-07,2019-Q3,2019,7/8/2019 0:00:00,Book,21 Lessons for the 21st Century,,
7/7/2019,2019-W28,2019-07,2019-Q3,2019,7/7/2019 0:00:00,Movie,Oceans 11,,
7/7/2019,2019-W28,2019-07,2019-Q3,2019,7/7/2019 0:00:00,Videogame,Super Mario Maker 2,,
7/7/2019,2019-W28,2019-07,2019-Q3,2019,7/7/2019 0:00:00,Book,21 Lessons for the 21st Century,,
7/4/2019,2019-W27,2019-07,2019-Q3,2019,7/4/2019 0:00:00,Movie,Pineapple Express,,
7/4/2019,2019-W27,2019-07,2019-Q3,2019,7/4/2019 0:00:00,TV,Stranger Things,,
7/3/2019,2019-W27,2019-07,2019-Q3,2019,7/3/2019 0:00:00,Movie,Spider-Man: Far From Home,,
7/3/2019,2019-W27,2019-07,2019-Q3,2019,7/3/2019 0:00:00,TV,Agents of SHIELD,,
7/3/2019,2019-W27,2019-07,2019-Q3,2019,7/3/2019 0:00:00,Book,21 Lessons for the 21st Century,,
7/1/2019,2019-W27,2019-07,2019-Q3,2019,7/1/2019 0:00:00,Videogame,Super Smash Bros,,
6/30/2019,2019-W27,2019-06,2019-Q2,2019,6/30/2019 0:00:00,Videogame,Super Smash Bros,,
6/29/2019,2019-W26,2019-06,2019-Q2,2019,6/29/2019 0:00:00,Movie,"Toy Story 4, The Spy Who Dumped Me",,
6/29/2019,2019-W26,2019-06,2019-Q2,2019,6/29/2019 0:00:00,Book,The Subtle Art of Not Giving a F*ck,,
6/28/2019,2019-W26,2019-06,2019-Q2,2019,6/28/2019 0:00:00,Book,The Subtle Art of Not Giving a F*ck,,
6/27/2019,2019-W26,2019-06,2019-Q2,2019,6/27/2019 0:00:00,Movie,Bash Brothers,,
6/27/2019,2019-W26,2019-06,2019-Q2,2019,6/27/2019 0:00:00,Book,The Subtle Art of Not Giving a F*ck,,
6/26/2019,2019-W26,2019-06,2019-Q2,2019,6/26/2019 0:00:00,TV,Black Mirror,,
6/26/2019,2019-W26,2019-06,2019-Q2,2019,6/26/2019 0:00:00,Book,The Subtle Art of Not Giving a F*ck,,
6/25/2019,2019-W26,2019-06,2019-Q2,2019,6/25/2019 0:00:00,TV,Black Mirror,,
6/25/2019,2019-W26,2019-06,2019-Q2,2019,6/25/2019 0:00:00,Book,The Subtle Art of Not Giving a F*ck,,
6/24/2019,2019-W26,2019-06,2019-Q2,2019,6/24/2019 0:00:00,TV,Black Mirror,,
6/24/2019,2019-W26,2019-06,2019-Q2,2019,6/24/2019 0:00:00,Book,The Subtle Art of Not Giving a F*ck,,
6/23/2019,2019-W26,2019-06,2019-Q2,2019,6/23/2019 0:00:00,TV,Black Mirror,,
6/22/2019,2019-W25,2019-06,2019-Q2,2019,6/22/2019 0:00:00,Movie,"Marshalltown, IA",,
6/21/2019,2019-W25,2019-06,2019-Q2,2019,6/21/2019 0:00:00,Book,The Innovators,,
6/20/2019,2019-W25,2019-06,2019-Q2,2019,6/20/2019 0:00:00,Book,The Innovators,,
6/19/2019,2019-W25,2019-06,2019-Q2,2019,6/19/2019 0:00:00,Book,The Innovators,,
6/18/2019,2019-W25,2019-06,2019-Q2,2019,6/18/2019 0:00:00,TV,Parks and Rec,,
6/18/2019,2019-W25,2019-06,2019-Q2,2019,6/18/2019 0:00:00,Book,The Innovators,,
6/5/2019,2019-W23,2019-06,2019-Q2,2019,6/5/2019 0:00:00,Book,The Innovators,,
6/2/2019,2019-W23,2019-06,2019-Q2,2019,6/2/2019 0:00:00,Movie,21 Jump Street,,
5/27/2019,2019-W22,2019-05,2019-Q2,2019,5/27/2019 0:00:00,Movie,Aladdin,,
5/27/2019,2019-W22,2019-05,2019-Q2,2019,5/27/2019 0:00:00,Book,The Loyal Son,,
5/25/2019,2019-W21,2019-05,2019-Q2,2019,5/25/2019 0:00:00,Book,The Peripheral,,
5/24/2019,2019-W21,2019-05,2019-Q2,2019,5/24/2019 0:00:00,Book,Bored and Brilliant,,
5/23/2019,2019-W21,2019-05,2019-Q2,2019,5/23/2019 0:00:00,Book,Bored and Brilliant,,
5/22/2019,2019-W21,2019-05,2019-Q2,2019,5/22/2019 0:00:00,Book,Bored and Brilliant,,
5/21/2019,2019-W21,2019-05,2019-Q2,2019,5/21/2019 0:00:00,Book,Bored and Brilliant,,
5/20/2019,2019-W21,2019-05,2019-Q2,2019,5/20/2019 0:00:00,Book,Future Crimes,,
5/19/2019,2019-W21,2019-05,2019-Q2,2019,5/19/2019 0:00:00,Book,How to Own Your Own Mind,,
5/18/2019,2019-W20,2019-05,2019-Q2,2019,5/18/2019 0:00:00,TV,Community,,
5/18/2019,2019-W20,2019-05,2019-Q2,2019,5/18/2019 0:00:00,TV,Agents of SHIELD,,
5/17/2019,2019-W20,2019-05,2019-Q2,2019,5/17/2019 0:00:00,Book,The Power of Habit,,
5/16/2019,2019-W20,2019-05,2019-Q2,2019,5/16/2019 0:00:00,Movie,John Wick 3,,
5/16/2019,2019-W20,2019-05,2019-Q2,2019,5/16/2019 0:00:00,Book,The Power of Habit,,
5/15/2019,2019-W20,2019-05,2019-Q2,2019,5/15/2019 0:00:00,Movie,John Wick 2,,
5/15/2019,2019-W20,2019-05,2019-Q2,2019,5/15/2019 0:00:00,Book,The Power of Habit,,
5/14/2019,2019-W20,2019-05,2019-Q2,2019,5/14/2019 0:00:00,Book,The Power of Habit,,
5/13/2019,2019-W20,2019-05,2019-Q2,2019,5/13/2019 0:00:00,Book,The Power of Habit,,
5/12/2019,2019-W20,2019-05,2019-Q2,2019,5/12/2019 0:00:00,TV,SNL,,
5/12/2019,2019-W20,2019-05,2019-Q2,2019,5/12/2019 0:00:00,Book,The Power of Habit,,
5/11/2019,2019-W19,2019-05,2019-Q2,2019,5/11/2019 0:00:00,TV,Modern Family,,
5/11/2019,2019-W19,2019-05,2019-Q2,2019,5/11/2019 0:00:00,Book,Getting Things Done,,
5/10/2019,2019-W19,2019-05,2019-Q2,2019,5/10/2019 0:00:00,TV,Modern Family,,
5/10/2019,2019-W19,2019-05,2019-Q2,2019,5/10/2019 0:00:00,Book,Getting Things Done,,
5/9/2019,2019-W19,2019-05,2019-Q2,2019,5/9/2019 0:00:00,Book,Getting Things Done,,
5/8/2019,2019-W19,2019-05,2019-Q2,2019,5/8/2019 0:00:00,Book,Getting Things Done,,
5/7/2019,2019-W19,2019-05,2019-Q2,2019,5/7/2019 0:00:00,Book,Getting Things Done,,
5/6/2019,2019-W19,2019-05,2019-Q2,2019,5/6/2019 0:00:00,TV,SNL,,
5/6/2019,2019-W19,2019-05,2019-Q2,2019,5/6/2019 0:00:00,Book,Getting Things Done,,
5/5/2019,2019-W19,2019-05,2019-Q2,2019,5/5/2019 0:00:00,TV,Modern Family,,
5/4/2019,2019-W18,2019-05,2019-Q2,2019,5/4/2019 0:00:00,TV,Community,,
5/4/2019,2019-W18,2019-05,2019-Q2,2019,5/4/2019 0:00:00,TV,Brooklyn 99,,
5/4/2019,2019-W18,2019-05,2019-Q2,2019,5/4/2019 0:00:00,Book,Getting Things Done,,
5/3/2019,2019-W18,2019-05,2019-Q2,2019,5/3/2019 0:00:00,TV,Community,,
5/3/2019,2019-W18,2019-05,2019-Q2,2019,5/3/2019 0:00:00,Book,Getting Things Done,,
5/2/2019,2019-W18,2019-05,2019-Q2,2019,5/2/2019 0:00:00,TV,Community,,
5/2/2019,2019-W18,2019-05,2019-Q2,2019,5/2/2019 0:00:00,Book,Thinking Fast and Slow,,
5/1/2019,2019-W18,2019-05,2019-Q2,2019,5/1/2019 0:00:00,TV,Brooklyn 99,,
5/1/2019,2019-W18,2019-05,2019-Q2,2019,5/1/2019 0:00:00,Book,Thinking Fast and Slow,,
4/30/2019,2019-W18,2019-04,2019-Q2,2019,4/30/2019 0:00:00,Videogame,Death Squared,,
4/30/2019,2019-W18,2019-04,2019-Q2,2019,4/30/2019 0:00:00,Book,Thinking Fast and Slow,,
4/28/2019,2019-W18,2019-04,2019-Q2,2019,4/28/2019 0:00:00,Videogame,Super Smash Bros,,
4/28/2019,2019-W18,2019-04,2019-Q2,2019,4/28/2019 0:00:00,Book,Thinking Fast and Slow,,
4/27/2019,2019-W17,2019-04,2019-Q2,2019,4/27/2019 0:00:00,Book,Thinking Fast and Slow,,
4/26/2019,2019-W17,2019-04,2019-Q2,2019,4/26/2019 0:00:00,Movie,Avengers: Endgame,,
4/25/2019,2019-W17,2019-04,2019-Q2,2019,4/25/2019 0:00:00,Movie,Avengers: Endgame,,
4/24/2019,2019-W17,2019-04,2019-Q2,2019,4/24/2019 0:00:00,Movie,Avengers: Infinity War,,
4/24/2019,2019-W17,2019-04,2019-Q2,2019,4/24/2019 0:00:00,Book,Thinking Fast and Slow,,
4/23/2019,2019-W17,2019-04,2019-Q2,2019,4/23/2019 0:00:00,Book,Thinking Fast and Slow,,
4/22/2019,2019-W17,2019-04,2019-Q2,2019,4/22/2019 0:00:00,TV,SNL,,
4/22/2019,2019-W17,2019-04,2019-Q2,2019,4/22/2019 0:00:00,Book,Thinking Fast and Slow,,
4/21/2019,2019-W17,2019-04,2019-Q2,2019,4/21/2019 0:00:00,TV,SNL,,
4/21/2019,2019-W17,2019-04,2019-Q2,2019,4/21/2019 0:00:00,Book,Thinking Fast and Slow,,
4/20/2019,2019-W16,2019-04,2019-Q2,2019,4/20/2019 0:00:00,TV,SNL,,
4/20/2019,2019-W16,2019-04,2019-Q2,2019,4/20/2019 0:00:00,Book,Thinking Fast and Slow,,
4/19/2019,2019-W16,2019-04,2019-Q2,2019,4/19/2019 0:00:00,Movie,Chicken Run (most),,
4/19/2019,2019-W16,2019-04,2019-Q2,2019,4/19/2019 0:00:00,Book,Thinking Fast and Slow,,
4/18/2019,2019-W16,2019-04,2019-Q2,2019,4/18/2019 0:00:00,Book,Thinking Fast and Slow,,
4/17/2019,2019-W16,2019-04,2019-Q2,2019,4/17/2019 0:00:00,Book,Thinking Fast and Slow,,
4/16/2019,2019-W16,2019-04,2019-Q2,2019,4/16/2019 0:00:00,Movie,Civil War,,
4/16/2019,2019-W16,2019-04,2019-Q2,2019,4/16/2019 0:00:00,Book,Thinking Fast and Slow,,
4/15/2019,2019-W16,2019-04,2019-Q2,2019,4/15/2019 0:00:00,Book,Happiness by Design - NAH,,
4/14/2019,2019-W16,2019-04,2019-Q2,2019,4/14/2019 0:00:00,Book,The Last Werewolf,,
4/13/2019,2019-W15,2019-04,2019-Q2,2019,4/13/2019 0:00:00,Videogame,Death Squared,,
4/13/2019,2019-W15,2019-04,2019-Q2,2019,4/13/2019 0:00:00,TV,SNL,,
4/13/2019,2019-W15,2019-04,2019-Q2,2019,4/13/2019 0:00:00,Book,The Last Werewolf,,
4/12/2019,2019-W15,2019-04,2019-Q2,2019,4/12/2019 0:00:00,Movie,Black Panther,,
4/12/2019,2019-W15,2019-04,2019-Q2,2019,4/12/2019 0:00:00,Book,The Last Werewolf,,
4/11/2019,2019-W15,2019-04,2019-Q2,2019,4/11/2019 0:00:00,TV,Modern Family,,
4/11/2019,2019-W15,2019-04,2019-Q2,2019,4/11/2019 0:00:00,Book,The Last Werewolf,,
4/10/2019,2019-W15,2019-04,2019-Q2,2019,4/10/2019 0:00:00,TV,Modem Family,,
4/10/2019,2019-W15,2019-04,2019-Q2,2019,4/10/2019 0:00:00,TV,Family Guy,,
4/10/2019,2019-W15,2019-04,2019-Q2,2019,4/10/2019 0:00:00,Book,The Last Werewolf,,
4/9/2019,2019-W15,2019-04,2019-Q2,2019,4/9/2019 0:00:00,Book,The Last Werewolf,,
4/8/2019,2019-W15,2019-04,2019-Q2,2019,4/8/2019 0:00:00,Book,The Last Werewolf,,
4/8/2019,2019-W15,2019-04,2019-Q2,2019,4/8/2019 0:00:00,Book,Deep Thinking,,
4/7/2019,2019-W15,2019-04,2019-Q2,2019,4/7/2019 0:00:00,Book,Deep Thinking,,
4/6/2019,2019-W14,2019-04,2019-Q2,2019,4/6/2019 0:00:00,Movie,LEGO Ninjago,,
4/6/2019,2019-W14,2019-04,2019-Q2,2019,4/6/2019 0:00:00,Book,Deep Thinking,,
4/5/2019,2019-W14,2019-04,2019-Q2,2019,4/5/2019 0:00:00,Book,Deep Thinking,,
4/4/2019,2019-W14,2019-04,2019-Q2,2019,4/4/2019 0:00:00,Book,Deep Thought,,
4/3/2019,2019-W14,2019-04,2019-Q2,2019,4/3/2019 0:00:00,Book,Broken Angels,,
4/2/2019,2019-W14,2019-04,2019-Q2,2019,4/2/2019 0:00:00,Book,Broken Angels,,
4/1/2019,2019-W14,2019-04,2019-Q2,2019,4/1/2019 0:00:00,Book,Broken Angels,,
3/31/2019,2019-W14,2019-03,2019-Q1,2019,3/31/2019 0:00:00,Book,Broken Angels,,
3/30/2019,2019-W13,2019-03,2019-Q1,2019,3/30/2019 0:00:00,Movie,Avengers Age of Ultron,,
3/29/2019,2019-W13,2019-03,2019-Q1,2019,3/29/2019 0:00:00,Videogame,Super Smash Bros,,
3/29/2019,2019-W13,2019-03,2019-Q1,2019,3/29/2019 0:00:00,Book,Broken Angels,,
3/28/2019,2019-W13,2019-03,2019-Q1,2019,3/28/2019 0:00:00,Book,Broken Angels,,
3/27/2019,2019-W13,2019-03,2019-Q1,2019,3/27/2019 0:00:00,Book,Broken Angels,,
3/26/2019,2019-W13,2019-03,2019-Q1,2019,3/26/2019 0:00:00,TV,Family Guy,,
3/26/2019,2019-W13,2019-03,2019-Q1,2019,3/26/2019 0:00:00,Book,Broken Angels,,
3/24/2019,2019-W13,2019-03,2019-Q1,2019,3/24/2019 0:00:00,TV,Modem Family,,
3/24/2019,2019-W13,2019-03,2019-Q1,2019,3/24/2019 0:00:00,TV,Fixer Upper,,
3/24/2019,2019-W13,2019-03,2019-Q1,2019,3/24/2019 0:00:00,Book,Broken Angels,,
3/23/2019,2019-W12,2019-03,2019-Q1,2019,3/23/2019 0:00:00,TV,KU's last game,,
3/21/2019,2019-W12,2019-03,2019-Q1,2019,3/21/2019 0:00:00,Book,Broken Angels,,
3/20/2019,2019-W12,2019-03,2019-Q1,2019,3/20/2019 0:00:00,Movie,Third Frontier,,
3/20/2019,2019-W12,2019-03,2019-Q1,2019,3/20/2019 0:00:00,Book,Make Your Bed (William McRaven),,
3/19/2019,2019-W12,2019-03,2019-Q1,2019,3/19/2019 0:00:00,Book,Norse Mythology,,
3/19/2019,2019-W12,2019-03,2019-Q1,2019,3/19/2019 0:00:00,Book,Make Your Bed (William McRaven),,
3/18/2019,2019-W12,2019-03,2019-Q1,2019,3/18/2019 0:00:00,Book,Norse Mythology,,
3/17/2019,2019-W12,2019-03,2019-Q1,2019,3/17/2019 0:00:00,Book,Norse Mythology,,
3/16/2019,2019-W11,2019-03,2019-Q1,2019,3/16/2019 0:00:00,Book,Norse Mythology,,
3/15/2019,2019-W11,2019-03,2019-Q1,2019,3/15/2019 0:00:00,Movie,The Disaster Artist,,
3/15/2019,2019-W11,2019-03,2019-Q1,2019,3/15/2019 0:00:00,TV,Brooklyn 99,,
3/15/2019,2019-W11,2019-03,2019-Q1,2019,3/15/2019 0:00:00,Book,Norse Mythology,,
3/14/2019,2019-W11,2019-03,2019-Q1,2019,3/14/2019 0:00:00,Book,Norse Mythology,,
3/13/2019,2019-W11,2019-03,2019-Q1,2019,3/13/2019 0:00:00,TV,Family Guy,,
3/13/2019,2019-W11,2019-03,2019-Q1,2019,3/13/2019 0:00:00,Book,Norse Mythology,,
3/11/2019,2019-W11,2019-03,2019-Q1,2019,3/11/2019 0:00:00,Movie,Guardians of the Galaxy Vol 2,,
3/10/2019,2019-W11,2019-03,2019-Q1,2019,3/10/2019 0:00:00,TV,SNL,,
3/9/2019,2019-W10,2019-03,2019-Q1,2019,3/9/2019 0:00:00,Movie,Ant-Man and the Wasp,,
3/7/2019,2019-W10,2019-03,2019-Q1,2019,3/7/2019 0:00:00,Movie,Captain Marvel,,
3/6/2019,2019-W10,2019-03,2019-Q1,2019,3/6/2019 0:00:00,Movie,Space Jam,,
3/6/2019,2019-W10,2019-03,2019-Q1,2019,3/6/2019 0:00:00,TV,Family Guy,,
3/5/2019,2019-W10,2019-03,2019-Q1,2019,3/5/2019 0:00:00,TV,Brooklyn 99,,
3/3/2019,2019-W10,2019-03,2019-Q1,2019,3/3/2019 0:00:00,Videogame,Super Smash Bros,,
3/3/2019,2019-W10,2019-03,2019-Q1,2019,3/3/2019 0:00:00,TV,SNL,,
3/3/2019,2019-W10,2019-03,2019-Q1,2019,3/3/2019 0:00:00,TV,Modern Family,,
3/3/2019,2019-W10,2019-03,2019-Q1,2019,3/3/2019 0:00:00,TV,Brooklyn 99,,
3/2/2019,2019-W09,2019-03,2019-Q1,2019,3/2/2019 0:00:00,TV,One Punch Man,,
3/1/2019,2019-W09,2019-03,2019-Q1,2019,3/1/2019 0:00:00,TV,Working Moms,,
3/1/2019,2019-W09,2019-03,2019-Q1,2019,3/1/2019 0:00:00,TV,The Punisher,,
2/27/2019,2019-W09,2019-02,2019-Q1,2019,2/27/2019 0:00:00,TV,Parks and Rec,,
2/26/2019,2019-W09,2019-02,2019-Q1,2019,2/26/2019 0:00:00,Videogame,Super Smash Bros,,
2/26/2019,2019-W09,2019-02,2019-Q1,2019,2/26/2019 0:00:00,TV,Brooklyn 99,,
2/26/2019,2019-W09,2019-02,2019-Q1,2019,2/26/2019 0:00:00,Book,Altered Carbon,,
2/25/2019,2019-W09,2019-02,2019-Q1,2019,2/25/2019 0:00:00,Book,Altered Carbon,,
2/24/2019,2019-W09,2019-02,2019-Q1,2019,2/24/2019 0:00:00,Videogame,Super Smash Bros,,
2/24/2019,2019-W09,2019-02,2019-Q1,2019,2/24/2019 0:00:00,TV,The Punisher,,
2/24/2019,2019-W09,2019-02,2019-Q1,2019,2/24/2019 0:00:00,Book,Altered Carbon,,
2/23/2019,2019-W08,2019-02,2019-Q1,2019,2/23/2019 0:00:00,Videogame,Super Smash Bros,,
2/23/2019,2019-W08,2019-02,2019-Q1,2019,2/23/2019 0:00:00,TV,The Punisher,,
2/23/2019,2019-W08,2019-02,2019-Q1,2019,2/23/2019 0:00:00,Book,Altered Carbon,,
2/22/2019,2019-W08,2019-02,2019-Q1,2019,2/22/2019 0:00:00,Book,Altered Carbon,,
2/21/2019,2019-W08,2019-02,2019-Q1,2019,2/21/2019 0:00:00,TV,The Punisher,,
2/21/2019,2019-W08,2019-02,2019-Q1,2019,2/21/2019 0:00:00,Book,Altered Carbon,,
2/20/2019,2019-W08,2019-02,2019-Q1,2019,2/20/2019 0:00:00,Book,Altered Carbon,,
2/19/2019,2019-W08,2019-02,2019-Q1,2019,2/19/2019 0:00:00,TV,Parks and Rec,,
2/19/2019,2019-W08,2019-02,2019-Q1,2019,2/19/2019 0:00:00,Book,Altered Carbon,,
2/18/2019,2019-W08,2019-02,2019-Q1,2019,2/18/2019 0:00:00,Videogame,Super Smash Bros,,
2/18/2019,2019-W08,2019-02,2019-Q1,2019,2/18/2019 0:00:00,Videogame,Hollow Knight,,
2/18/2019,2019-W08,2019-02,2019-Q1,2019,2/18/2019 0:00:00,TV,Family Guy,,
2/18/2019,2019-W08,2019-02,2019-Q1,2019,2/18/2019 0:00:00,Book,Altered Carbon,,
2/17/2019,2019-W08,2019-02,2019-Q1,2019,2/17/2019 0:00:00,TV,SNL,,
2/16/2019,2019-W07,2019-02,2019-Q1,2019,2/16/2019 0:00:00,TV,Gotham Garage,,
2/15/2019,2019-W07,2019-02,2019-Q1,2019,2/15/2019 0:00:00,Movie,How to Train Your Dragon 2,,
2/14/2019,2019-W07,2019-02,2019-Q1,2019,2/14/2019 0:00:00,Book,Altered Carbon,,
2/13/2019,2019-W07,2019-02,2019-Q1,2019,2/13/2019 0:00:00,TV,The Punisher,,
2/13/2019,2019-W07,2019-02,2019-Q1,2019,2/13/2019 0:00:00,TV,Big Little Lies,,
2/13/2019,2019-W07,2019-02,2019-Q1,2019,2/13/2019 0:00:00,Book,Altered Carbon,,
2/12/2019,2019-W07,2019-02,2019-Q1,2019,2/12/2019 0:00:00,TV,Big Little Lies,,
2/12/2019,2019-W07,2019-02,2019-Q1,2019,2/12/2019 0:00:00,Book,Altered Carbon,,
2/11/2019,2019-W07,2019-02,2019-Q1,2019,2/11/2019 0:00:00,TV,Punisher,,
2/11/2019,2019-W07,2019-02,2019-Q1,2019,2/11/2019 0:00:00,Book,Altered Carbon,,
2/10/2019,2019-W07,2019-02,2019-Q1,2019,2/10/2019 0:00:00,TV,SNL,,
2/10/2019,2019-W07,2019-02,2019-Q1,2019,2/10/2019 0:00:00,Book,Altered Carbon,,
2/8/2019,2019-W06,2019-02,2019-Q1,2019,2/8/2019 0:00:00,TV,Big Little Lies,,
2/8/2019,2019-W06,2019-02,2019-Q1,2019,2/8/2019 0:00:00,Book,Altered Carbon,,
2/6/2019,2019-W06,2019-02,2019-Q1,2019,2/6/2019 0:00:00,Movie,Short Term 12,,
2/4/2019,2019-W06,2019-02,2019-Q1,2019,2/4/2019 0:00:00,TV,Parks and Rec,,
2/3/2019,2019-W06,2019-02,2019-Q1,2019,2/3/2019 0:00:00,Movie,"Furious 7, Fast 5",,
2/3/2019,2019-W06,2019-02,2019-Q1,2019,2/3/2019 0:00:00,TV,Super Bowl,,
2/2/2019,2019-W05,2019-02,2019-Q1,2019,2/2/2019 0:00:00,Book,Altered Carbon,,
2/1/2019,2019-W05,2019-02,2019-Q1,2019,2/1/2019 0:00:00,Movie,Fyre,,
1/31/2019,2019-W05,2019-01,2019-Q1,2019,1/31/2019 0:00:00,Movie,Fast and the Furious,,
1/30/2019,2019-W05,2019-01,2019-Q1,2019,1/30/2019 0:00:00,Videogame,Super Smash Bros,,
1/30/2019,2019-W05,2019-01,2019-Q1,2019,1/30/2019 0:00:00,TV,SNL,,
1/29/2019,2019-W05,2019-01,2019-Q1,2019,1/29/2019 0:00:00,Movie,Ant Man and the Wasp,,
1/29/2019,2019-W05,2019-01,2019-Q1,2019,1/29/2019 0:00:00,Videogame,Super Smash Bros,,
1/27/2019,2019-W05,2019-01,2019-Q1,2019,1/27/2019 0:00:00,Movie,Fyre Fraud,,
1/27/2019,2019-W05,2019-01,2019-Q1,2019,1/27/2019 0:00:00,Videogame,Hollow Knight,,
1/25/2019,2019-W04,2019-01,2019-Q1,2019,1/25/2019 0:00:00,Videogame,Hollow Knight,,
1/25/2019,2019-W04,2019-01,2019-Q1,2019,1/25/2019 0:00:00,TV,Modern Family,,
1/24/2019,2019-W04,2019-01,2019-Q1,2019,1/24/2019 0:00:00,Videogame,Hollow Knight,,
1/23/2019,2019-W04,2019-01,2019-Q1,2019,1/23/2019 0:00:00,Videogame,Super Smash Bros,,
1/23/2019,2019-W04,2019-01,2019-Q1,2019,1/23/2019 0:00:00,Videogame,Jackbox,,
1/23/2019,2019-W04,2019-01,2019-Q1,2019,1/23/2019 0:00:00,TV,Punisher,,
1/22/2019,2019-W04,2019-01,2019-Q1,2019,1/22/2019 0:00:00,Videogame,Hollow Knight,,
1/22/2019,2019-W04,2019-01,2019-Q1,2019,1/22/2019 0:00:00,TV,SNL,,
1/21/2019,2019-W04,2019-01,2019-Q1,2019,1/21/2019 0:00:00,Videogame,Hollow Knight,,
1/20/2019,2019-W04,2019-01,2019-Q1,2019,1/20/2019 0:00:00,Movie,"Megamind, How to Train Your Dragon",,
1/20/2019,2019-W04,2019-01,2019-Q1,2019,1/20/2019 0:00:00,Videogame,Hollow Knight,,
1/19/2019,2019-W03,2019-01,2019-Q1,2019,1/19/2019 0:00:00,Movie,"The Greatest Showman, Game Night",,
1/19/2019,2019-W03,2019-01,2019-Q1,2019,1/19/2019 0:00:00,Videogame,Hollow Knight,,
1/5/2019,2019-W01,2019-01,2019-Q1,2019,1/5/2019 0:00:00,Movie,Ralph Breaks the Internet,,
1/1/2019,2019-W01,2019-01,2019-Q1,2019,1/1/2019 0:00:00,Movie,Into the Spiderverse,,
