Date,Week,Month,Quarter,Year,Timestamp,Workout Type,Workout Name
1/22/22,2022-W04,2022-01,2022-Q1,2022,1/22/22 23:32,Mobility,Yoga
1/19/22,2022-W04,2022-01,2022-Q1,2022,1/19/22 22:05,Strength,Day D
1/16/22,2022-W03,2022-01,2022-Q1,2022,1/16/22 22:49,Strength,Day C
1/13/22,2022-W03,2022-01,2022-Q1,2022,1/13/22 21:11,Cardio,Rowing
1/8/22,2022-W02,2022-01,2022-Q1,2022,1/8/22 22:05,Strength,Day B
1/3/22,2022-W02,2022-01,2022-Q1,2022,1/3/22 21:49,Strength,Day A
12/10/21,2021-W50,2021-12,2021-Q4,2021,12/10/21 11:24,Cardio,Fitness Test
12/7/21,2021-W50,2021-12,2021-Q4,2021,12/7/21 9:03,Cardio,Rowing
12/6/21,2021-W50,2021-12,2021-Q4,2021,12/6/21 8:50,Strength,Day C
11/25/21,2021-W48,2021-11,2021-Q4,2021,11/25/21 13:46,Strength,Day B
11/19/21,2021-W47,2021-11,2021-Q4,2021,11/19/21 8:52,Strength,Day A
11/14/21,2021-W46,2021-11,2021-Q4,2021,11/14/21 22:49,Cardio,Rowing
11/12/21,2021-W46,2021-11,2021-Q4,2021,11/12/21 16:55,Strength,Day F
11/9/21,2021-W46,2021-11,2021-Q4,2021,11/9/21 8:23,Cardio,Rowing
11/1/21,2021-W45,2021-11,2021-Q4,2021,11/1/21 9:04,Mobility,Yoga
10/25/21,2021-W44,2021-10,2021-Q4,2021,10/25/21 15:30,Strength,Day E
10/23/21,2021-W43,2021-10,2021-Q4,2021,10/23/21 21:53,Strength,Other...
10/18/21,2021-W43,2021-10,2021-Q4,2021,10/18/21 23:12,Cardio,Rowing
10/13/21,2021-W42,2021-10,2021-Q4,2021,10/13/21 22:11,Strength,Day C
10/6/21,2021-W41,2021-10,2021-Q4,2021,10/6/21 16:53,Strength,Day B
10/4/21,2021-W41,2021-10,2021-Q4,2021,10/4/21 22:27,Strength,Day A
10/1/21,2021-W40,2021-10,2021-Q4,2021,10/1/21 23:24,Strength,Other...
9/8/21,2021-W37,2021-09,2021-Q3,2021,9/8/21 18:27,Cardio,Jog
9/6/21,2021-W37,2021-09,2021-Q3,2021,9/6/21 22:11,Cardio,Other...
8/26/21,2021-W35,2021-08,2021-Q3,2021,8/26/21 22:12,Strength,645
8/25/21,2021-W35,2021-08,2021-Q3,2021,8/25/21 21:54,Mobility,645
8/24/21,2021-W35,2021-08,2021-Q3,2021,8/24/21 22:13,Cardio,645
8/23/21,2021-W35,2021-08,2021-Q3,2021,8/23/21 20:40,Strength,645
8/20/21,2021-W34,2021-08,2021-Q3,2021,8/20/21 21:34,Strength,645
8/19/21,2021-W34,2021-08,2021-Q3,2021,8/19/21 22:22,Strength,645
8/18/21,2021-W34,2021-08,2021-Q3,2021,8/18/21 22:45,Mobility,645
8/17/21,2021-W34,2021-08,2021-Q3,2021,8/17/21 22:58,Cardio,645
8/16/21,2021-W34,2021-08,2021-Q3,2021,8/16/21 23:36,Strength,645
8/8/21,2021-W32,2021-08,2021-Q3,2021,8/8/21 21:56,Cardio,Moved
8/7/21,2021-W32,2021-08,2021-Q3,2021,8/7/21 14:24,Cardio,645
8/6/21,2021-W32,2021-08,2021-Q3,2021,8/6/21 22:26,Cardio,645
8/5/21,2021-W32,2021-08,2021-Q3,2021,8/5/21 22:12,Strength,645
8/4/21,2021-W32,2021-08,2021-Q3,2021,8/4/21 21:59,Mobility,645
8/3/21,2021-W32,2021-08,2021-Q3,2021,8/3/21 22:26,Strength,645
8/2/21,2021-W32,2021-08,2021-Q3,2021,8/2/21 23:01,Strength,Other...
7/13/21,2021-W29,2021-07,2021-Q3,2021,7/13/21 19:29,Cardio,Other...
7/1/21,2021-W27,2021-07,2021-Q3,2021,7/1/21 20:13,Cardio,Bike Ride (4.5 mi)
6/30/21,2021-W27,2021-06,2021-Q2,2021,6/30/21 14:52,Strength,Day B
6/28/21,2021-W27,2021-06,2021-Q2,2021,6/28/21 18:01,Strength,Day A
6/19/21,2021-W25,2021-06,2021-Q2,2021,6/19/21 19:17,Cardio,Shoveling
6/17/21,2021-W25,2021-06,2021-Q2,2021,6/17/21 14:32,Strength,Day A
6/15/21,2021-W25,2021-06,2021-Q2,2021,6/15/21 15:16,Strength,Day F
6/13/21,2021-W24,2021-06,2021-Q2,2021,6/13/21 20:23,Strength,Day E
6/11/21,2021-W24,2021-06,2021-Q2,2021,6/11/21 18:14,Strength,Day D
6/9/21,2021-W24,2021-06,2021-Q2,2021,6/9/21 16:56,Strength,Day C
6/6/21,2021-W23,2021-06,2021-Q2,2021,6/6/21 21:20,Mobility,Yoga
6/2/21,2021-W23,2021-06,2021-Q2,2021,6/2/21 14:14,Strength,Day B
5/31/21,2021-W23,2021-05,2021-Q2,2021,5/31/21 18:03,Strength,Day A
5/27/21,2021-W22,2021-05,2021-Q2,2021,5/27/21 15:44,Strength,Day F
5/24/21,2021-W22,2021-05,2021-Q2,2021,5/24/21 15:19,Strength,Day E
5/21/21,2021-W21,2021-05,2021-Q2,2021,5/21/21 16:14,Strength,Day D
5/20/21,2021-W21,2021-05,2021-Q2,2021,5/20/21 21:42,Mobility,Yoga
5/18/21,2021-W21,2021-05,2021-Q2,2021,5/18/21 22:17,Strength,Day C
5/14/21,2021-W20,2021-05,2021-Q2,2021,5/14/21 16:58,Strength,"100 air squats, 50 push-ups, 25 pull-ups"
5/13/21,2021-W20,2021-05,2021-Q2,2021,5/13/21 22:31,Strength,Day B
5/11/21,2021-W20,2021-05,2021-Q2,2021,5/11/21 19:20,Strength,"Bicep, chest, shoulders"
5/10/21,2021-W20,2021-05,2021-Q2,2021,5/10/21 21:10,Strength,Day A
5/7/21,2021-W19,2021-05,2021-Q2,2021,5/7/21 19:52,Strength,Chest shoulders
5/6/21,2021-W19,2021-05,2021-Q2,2021,5/6/21 20:05,Strength,"Deadlifts, 9 sets."
5/5/21,2021-W19,2021-05,2021-Q2,2021,5/5/21 18:48,Strength,"50 pull-ups, 100 push-ups"
5/4/21,2021-W19,2021-05,2021-Q2,2021,5/4/21 21:22,Strength,Day F
5/1/21,2021-W18,2021-05,2021-Q2,2021,5/1/21 18:34,Strength,Day E
4/29/21,2021-W18,2021-04,2021-Q2,2021,4/29/21 15:45,Strength,Day D
4/27/21,2021-W18,2021-04,2021-Q2,2021,4/27/21 22:02,Mobility,Yoga
4/24/21,2021-W17,2021-04,2021-Q2,2021,4/24/21 14:34,Cardio,Fitness Test
4/22/21,2021-W17,2021-04,2021-Q2,2021,4/22/21 21:51,Mobility,Yoga
4/20/21,2021-W17,2021-04,2021-Q2,2021,4/20/21 18:01,Strength,Day C
4/17/21,2021-W16,2021-04,2021-Q2,2021,4/17/21 17:24,Strength,Day B
4/15/21,2021-W16,2021-04,2021-Q2,2021,4/15/21 19:02,Strength,Day A
4/14/21,2021-W16,2021-04,2021-Q2,2021,4/14/21 22:32,Mobility,Yoga
4/11/21,2021-W15,2021-04,2021-Q2,2021,4/11/21 18:52,Strength,Day F
4/8/21,2021-W15,2021-04,2021-Q2,2021,4/8/21 20:19,Strength,Day E
4/6/21,2021-W15,2021-04,2021-Q2,2021,4/6/21 23:14,Strength,Day D
4/4/21,2021-W14,2021-04,2021-Q2,2021,4/4/21 21:46,Strength,Push-up medley and lateral raises. Short.
4/2/21,2021-W14,2021-04,2021-Q2,2021,4/2/21 21:00,Strength,Short Intermittent Jog
3/31/21,2021-W14,2021-03,2021-Q1,2021,3/31/21 23:02,Strength,Day C
3/28/21,2021-W13,2021-03,2021-Q1,2021,3/28/21 21:28,Mobility,Yoga
3/25/21,2021-W13,2021-03,2021-Q1,2021,3/25/21 14:36,Strength,Day B
3/23/21,2021-W13,2021-03,2021-Q1,2021,3/23/21 21:43,Mobility,Yoga
3/21/21,2021-W12,2021-03,2021-Q1,2021,3/21/21 16:25,Strength,Day A
3/18/21,2021-W12,2021-03,2021-Q1,2021,3/18/21 23:38,Strength,Day F
3/16/21,2021-W12,2021-03,2021-Q1,2021,3/16/21 10:06,Mobility,Yoga
3/13/21,2021-W11,2021-03,2021-Q1,2021,3/13/21 18:16,Strength,Day E
3/11/21,2021-W11,2021-03,2021-Q1,2021,3/11/21 20:21,Strength,Day D
3/9/21,2021-W11,2021-03,2021-Q1,2021,3/9/21 10:06,Mobility,Yoga
3/7/21,2021-W10,2021-03,2021-Q1,2021,3/7/21 20:39,Strength,Day C
3/5/21,2021-W10,2021-03,2021-Q1,2021,3/5/21 19:22,Strength,Day B
3/3/21,2021-W10,2021-03,2021-Q1,2021,3/3/21 21:37,Mobility,Yoga
2/28/21,2021-W09,2021-02,2021-Q1,2021,2/28/21 16:51,Strength,Day A
2/25/21,2021-W09,2021-02,2021-Q1,2021,2/25/21 20:55,Strength,Chest & Arms
2/23/21,2021-W09,2021-02,2021-Q1,2021,2/23/21 10:03,Mobility,Yoga
2/21/21,2021-W08,2021-02,2021-Q1,2021,2/21/21 10:00,Strength,Deload Lifting
2/20/21,2021-W08,2021-02,2021-Q1,2021,2/20/21 12:05,Mobility,Yoga
2/17/21,2021-W08,2021-02,2021-Q1,2021,2/17/21 9:59,Strength,Day F
2/14/21,2021-W07,2021-02,2021-Q1,2021,2/14/21 21:08,Mobility,Yoga
2/12/21,2021-W07,2021-02,2021-Q1,2021,2/12/21 19:17,Strength,Day E
2/10/21,2021-W07,2021-02,2021-Q1,2021,2/10/21 19:12,Strength,Day D
2/7/21,2021-W06,2021-02,2021-Q1,2021,2/7/21 14:25,Mobility,Yoga
2/5/21,2021-W06,2021-02,2021-Q1,2021,2/5/21 13:45,Strength,Day C
2/2/21,2021-W06,2021-02,2021-Q1,2021,2/2/21 9:58,Strength,Day B
1/30/21,2021-W05,2021-01,2021-Q1,2021,1/30/21 17:08,Strength,Day A
1/28/21,2021-W05,2021-01,2021-Q1,2021,1/28/21 17:42,Strength,Day F
1/25/21,2021-W05,2021-01,2021-Q1,2021,1/25/21 9:56,Strength,Day E
1/24/21,2021-W04,2021-01,2021-Q1,2021,1/24/21 16:37,Strength,Day D
1/22/21,2021-W04,2021-01,2021-Q1,2021,1/22/21 21:23,Mobility,Yoga
1/21/21,2021-W04,2021-01,2021-Q1,2021,1/21/21 15:33,Cardio,Fitness Test
1/17/21,2021-W03,2021-01,2021-Q1,2021,1/17/21 17:25,Strength,Day C
1/15/21,2021-W03,2021-01,2021-Q1,2021,1/15/21 20:42,Strength,Day B
1/13/21,2021-W03,2021-01,2021-Q1,2021,1/13/21 17:56,Strength,Day A
1/10/21,2021-W02,2021-01,2021-Q1,2021,1/10/21 21:45,Strength,Day F
1/7/21,2021-W02,2021-01,2021-Q1,2021,1/7/21 21:38,Mobility,Yoga
1/5/21,2021-W02,2021-01,2021-Q1,2021,1/5/21 21:33,Strength,Day E
1/3/21,2021-W01,2021-01,2021-Q1,2021,1/3/21 19:57,Strength,Day D
1/3/21,2021-W01,2021-01,2021-Q1,2021,1/3/21 9:55,Strength,Day D
1/2/21,2021-W01,2021-01,2021-Q1,2021,1/2/21 22:18,Mobility,Yoga
12/30/20,2020-W53,2020-12,2020-Q4,2020,12/30/20 9:37,Strength,Day C
12/27/20,2020-W52,2020-12,2020-Q4,2020,12/27/20 16:12,Strength,20 minute Apple fitness plus strength training routine
12/23/20,2020-W52,2020-12,2020-Q4,2020,12/23/20 12:19,Strength,Day B
12/22/20,2020-W52,2020-12,2020-Q4,2020,12/22/20 21:20,Mobility,Yoga
12/19/20,2020-W51,2020-12,2020-Q4,2020,12/19/20 22:03,Strength,Day A
12/14/20,2020-W51,2020-12,2020-Q4,2020,12/14/20 21:22,Mobility,Yoga
12/11/20,2020-W50,2020-12,2020-Q4,2020,12/11/20 18:12,Strength,Day F
12/8/20,2020-W50,2020-12,2020-Q4,2020,12/8/20 14:11,Strength,Day E
12/5/20,2020-W49,2020-12,2020-Q4,2020,12/5/20 22:25,Strength,Day D
12/2/20,2020-W49,2020-12,2020-Q4,2020,12/2/20 14:08,Strength,Day C
11/29/20,2020-W48,2020-11,2020-Q4,2020,11/29/20 14:08,Strength,Day B
11/27/20,2020-W48,2020-11,2020-Q4,2020,11/27/20 16:23,Strength,Day A
11/24/20,2020-W48,2020-11,2020-Q4,2020,11/24/20 15:50,Strength,Day F
11/23/20,2020-W48,2020-11,2020-Q4,2020,11/23/20 22:17,Mobility,Yoga
11/21/20,2020-W47,2020-11,2020-Q4,2020,11/21/20 15:09,Strength,Day E
11/18/20,2020-W47,2020-11,2020-Q4,2020,11/18/20 19:57,Strength,Day D
11/15/20,2020-W46,2020-11,2020-Q4,2020,11/15/20 13:53,Strength,Day C
11/12/20,2020-W46,2020-11,2020-Q4,2020,11/12/20 17:58,Strength,Day B
11/10/20,2020-W46,2020-11,2020-Q4,2020,11/10/20 21:42,Mobility,Yoga
11/7/20,2020-W45,2020-11,2020-Q4,2020,11/7/20 14:09,Strength,Day A
10/25/20,2020-W43,2020-10,2020-Q4,2020,10/25/20 17:49,Strength,Day F
10/21/20,2020-W43,2020-10,2020-Q4,2020,10/21/20 16:34,Strength,Day E
10/17/20,2020-W42,2020-10,2020-Q4,2020,10/17/20 23:36,Strength,Day D
10/14/20,2020-W42,2020-10,2020-Q4,2020,10/14/20 22:04,Strength,Day C
10/13/20,2020-W42,2020-10,2020-Q4,2020,10/13/20 21:56,Mobility,Yoga
10/12/20,2020-W42,2020-10,2020-Q4,2020,10/12/20 18:53,Cardio,Bike around the burbs with the boy
10/7/20,2020-W41,2020-10,2020-Q4,2020,10/7/20 7:29,Strength,Minimal Strength Circuit
10/5/20,2020-W41,2020-10,2020-Q4,2020,10/5/20 0:39,Mobility,Yoga
10/3/20,2020-W40,2020-10,2020-Q4,2020,10/3/20 18:10,Strength,Day B
10/1/20,2020-W40,2020-10,2020-Q4,2020,10/1/20 16:32,Strength,Day A
9/28/20,2020-W40,2020-09,2020-Q3,2020,9/28/20 14:10,Strength,Day F
9/25/20,2020-W39,2020-09,2020-Q3,2020,9/25/20 14:10,Strength,Day E
9/23/20,2020-W39,2020-09,2020-Q3,2020,9/23/20 23:35,Mobility,Yoga
9/22/20,2020-W39,2020-09,2020-Q3,2020,9/22/20 23:28,Strength,Day D
9/22/20,2020-W39,2020-09,2020-Q3,2020,9/22/20 14:10,Strength,Day D
9/21/20,2020-W39,2020-09,2020-Q3,2020,9/21/20 23:06,Strength,Day C
9/19/20,2020-W38,2020-09,2020-Q3,2020,9/19/20 18:32,Cardio,Bike Ride
9/16/20,2020-W38,2020-09,2020-Q3,2020,9/16/20 22:00,Strength,Day B
9/13/20,2020-W37,2020-09,2020-Q3,2020,9/13/20 9:41,Strength,Day A
9/10/20,2020-W37,2020-09,2020-Q3,2020,9/10/20 14:11,Unknown,Evening Workout
9/9/20,2020-W37,2020-09,2020-Q3,2020,9/9/20 14:12,Strength,Morning Weightlifting
9/6/20,2020-W36,2020-09,2020-Q3,2020,9/6/20 23:52,Mobility,Yoga
9/6/20,2020-W36,2020-09,2020-Q3,2020,9/6/20 1:09,Strength,"Bench, pull-up, squat"
9/2/20,2020-W36,2020-09,2020-Q3,2020,9/2/20 20:29,Cardio,Fitness Test
8/31/20,2020-W36,2020-08,2020-Q3,2020,8/31/20 19:42,Strength,"Sumo, Press, Row, Curls"
7/16/20,2020-W29,2020-07,2020-Q3,2020,7/16/20 14:13,Unknown,Evening Workout
7/8/20,2020-W28,2020-07,2020-Q3,2020,7/8/20 14:13,Strength,Morning Workout
7/2/20,2020-W27,2020-07,2020-Q3,2020,7/2/20 14:13,Unknown,Evening Workout
6/30/20,2020-W27,2020-06,2020-Q2,2020,6/30/20 14:14,Strength,Morning Workout
6/28/20,2020-W26,2020-06,2020-Q2,2020,6/28/20 14:14,Unknown,Afternoon Workout
6/26/20,2020-W26,2020-06,2020-Q2,2020,6/26/20 0:00,Strength,Day F
6/23/20,2020-W26,2020-06,2020-Q2,2020,6/23/20 0:00,Strength,Day E
6/17/20,2020-W25,2020-06,2020-Q2,2020,6/17/20 0:00,Strength,Day D
6/14/20,2020-W24,2020-06,2020-Q2,2020,6/14/20 0:00,Cardio,Bike
6/12/20,2020-W24,2020-06,2020-Q2,2020,6/12/20 0:00,Mobility,Yoga
6/9/20,2020-W24,2020-06,2020-Q2,2020,6/9/20 0:00,Strength,Day C
6/7/20,2020-W23,2020-06,2020-Q2,2020,6/7/20 0:00,Mobility,Yoga
6/4/20,2020-W23,2020-06,2020-Q2,2020,6/4/20 0:00,Strength,Day B
6/1/20,2020-W23,2020-06,2020-Q2,2020,6/1/20 0:00,Strength,Day A
5/29/20,2020-W22,2020-05,2020-Q2,2020,5/29/20 0:00,Strength,Day F
5/27/20,2020-W22,2020-05,2020-Q2,2020,5/27/20 0:00,Strength,Day E
5/21/20,2020-W21,2020-05,2020-Q2,2020,5/21/20 0:00,Strength,Day C
5/19/20,2020-W21,2020-05,2020-Q2,2020,5/19/20 0:00,Strength,Day B
5/16/20,2020-W20,2020-05,2020-Q2,2020,5/16/20 0:00,Strength,Day A
5/14/20,2020-W20,2020-05,2020-Q2,2020,5/14/20 0:00,Strength,Day F
5/11/20,2020-W20,2020-05,2020-Q2,2020,5/11/20 0:00,Strength,Day E
5/9/20,2020-W19,2020-05,2020-Q2,2020,5/9/20 0:00,Cardio,Fitness Test
5/6/20,2020-W19,2020-05,2020-Q2,2020,5/6/20 0:00,Strength,Day D
5/3/20,2020-W18,2020-05,2020-Q2,2020,5/3/20 0:00,Mobility,Yoga
4/30/20,2020-W18,2020-04,2020-Q2,2020,4/30/20 0:00,Strength,Day C
4/27/20,2020-W18,2020-04,2020-Q2,2020,4/27/20 0:00,Strength,Day B
4/24/20,2020-W17,2020-04,2020-Q2,2020,4/24/20 0:00,Strength,Day A
4/21/20,2020-W17,2020-04,2020-Q2,2020,4/21/20 0:00,Strength,Day F
4/19/20,2020-W16,2020-04,2020-Q2,2020,4/19/20 0:00,Strength,Day E
4/16/20,2020-W16,2020-04,2020-Q2,2020,4/16/20 0:00,Strength,Day D
4/13/20,2020-W16,2020-04,2020-Q2,2020,4/13/20 0:00,Strength,Day C
4/10/20,2020-W15,2020-04,2020-Q2,2020,4/10/20 0:00,Strength,Day B
4/7/20,2020-W15,2020-04,2020-Q2,2020,4/7/20 0:00,Strength,Day A
4/4/20,2020-W14,2020-04,2020-Q2,2020,4/4/20 14:15,Strength,Morning Workout
4/1/20,2020-W14,2020-04,2020-Q2,2020,4/1/20 0:00,Strength,Day E
3/29/20,2020-W13,2020-03,2020-Q1,2020,3/29/20 0:00,Strength,Day D
3/26/20,2020-W13,2020-03,2020-Q1,2020,3/26/20 0:00,Strength,Day C
3/23/20,2020-W13,2020-03,2020-Q1,2020,3/23/20 0:00,Strength,Day B
3/20/20,2020-W12,2020-03,2020-Q1,2020,3/20/20 0:00,Strength,Day A
3/17/20,2020-W12,2020-03,2020-Q1,2020,3/17/20 0:00,Strength,Day F
3/15/20,2020-W11,2020-03,2020-Q1,2020,3/15/20 0:00,Strength,Day E
3/12/20,2020-W11,2020-03,2020-Q1,2020,3/12/20 0:00,Strength,Day D
3/10/20,2020-W11,2020-03,2020-Q1,2020,3/10/20 0:00,Cardio,Basketball
3/4/20,2020-W10,2020-03,2020-Q1,2020,3/4/20 0:00,Cardio,Basketball
3/2/20,2020-W10,2020-03,2020-Q1,2020,3/2/20 0:00,Strength,Day C
2/28/20,2020-W09,2020-02,2020-Q1,2020,2/28/20 0:00,Strength,Day B
2/25/20,2020-W09,2020-02,2020-Q1,2020,2/25/20 0:00,Cardio,Basketball
2/23/20,2020-W08,2020-02,2020-Q1,2020,2/23/20 0:00,Strength,Day A
2/21/20,2020-W08,2020-02,2020-Q1,2020,2/21/20 0:00,Strength,Day F
2/19/20,2020-W08,2020-02,2020-Q1,2020,2/19/20 0:00,Strength,Day E
2/17/20,2020-W08,2020-02,2020-Q1,2020,2/17/20 0:00,Strength,Day D
2/14/20,2020-W07,2020-02,2020-Q1,2020,2/14/20 0:00,Strength,Day C
2/12/20,2020-W07,2020-02,2020-Q1,2020,2/12/20 0:00,Cardio,Basketball
2/10/20,2020-W07,2020-02,2020-Q1,2020,2/10/20 0:00,Strength,Day B
2/7/20,2020-W06,2020-02,2020-Q1,2020,2/7/20 0:00,Strength,Day A
2/5/20,2020-W06,2020-02,2020-Q1,2020,2/5/20 0:00,Cardio,Basketball
2/3/20,2020-W06,2020-02,2020-Q1,2020,2/3/20 0:00,Strength,Day F
2/1/20,2020-W05,2020-02,2020-Q1,2020,2/1/20 0:00,Cardio,Fitness Test
1/29/20,2020-W05,2020-01,2020-Q1,2020,1/29/20 0:00,Cardio,Basketball
1/27/20,2020-W05,2020-01,2020-Q1,2020,1/27/20 0:00,Strength,Day E
1/24/20,2020-W04,2020-01,2020-Q1,2020,1/24/20 0:00,Strength,Day D
1/22/20,2020-W04,2020-01,2020-Q1,2020,1/22/20 0:00,Cardio,Basketball
1/20/20,2020-W04,2020-01,2020-Q1,2020,1/20/20 0:00,Strength,Day C
1/19/20,2020-W03,2020-01,2020-Q1,2020,1/19/20 0:00,Mobility,Yoga
1/17/20,2020-W03,2020-01,2020-Q1,2020,1/17/20 0:00,Strength,Day B
1/15/20,2020-W03,2020-01,2020-Q1,2020,1/15/20 0:00,Cardio,Basketball
1/14/20,2020-W03,2020-01,2020-Q1,2020,1/14/20 0:00,Strength,Day A
1/12/20,2020-W02,2020-01,2020-Q1,2020,1/12/20 0:00,Mobility,Yoga
1/5/20,2020-W01,2020-01,2020-Q1,2020,1/5/20 0:00,Strength,Day F
1/2/20,2020-W01,2020-01,2020-Q1,2020,1/2/20 0:00,Strength,Day E
12/19/19,2019-W51,2019-12,2019-Q4,2019,12/19/19 0:00,Strength,Day D
12/16/19,2019-W51,2019-12,2019-Q4,2019,12/16/19 0:00,Strength,Day C
12/10/19,2019-W50,2019-12,2019-Q4,2019,12/10/19 0:00,Strength,Day B
12/8/19,2019-W49,2019-12,2019-Q4,2019,12/8/19 0:00,Strength,Day A
12/6/19,2019-W49,2019-12,2019-Q4,2019,12/6/19 0:00,Strength,Legs & Abs
12/4/19,2019-W49,2019-12,2019-Q4,2019,12/4/19 0:00,Cardio,HIIT
12/2/19,2019-W49,2019-12,2019-Q4,2019,12/2/19 0:00,Cardio,HIIT
11/25/19,2019-W48,2019-11,2019-Q4,2019,11/25/19 0:00,Strength,Other
11/24/19,2019-W47,2019-11,2019-Q4,2019,11/24/19 0:00,Cardio,HIIT
11/22/19,2019-W47,2019-11,2019-Q4,2019,11/22/19 0:00,Strength,Legs & Abs
11/21/19,2019-W47,2019-11,2019-Q4,2019,11/21/19 0:00,Strength,Other
11/19/19,2019-W47,2019-11,2019-Q4,2019,11/19/19 0:00,Cardio,HIIT
11/17/19,2019-W46,2019-11,2019-Q4,2019,11/17/19 0:00,Cardio,HIIT
11/16/19,2019-W46,2019-11,2019-Q4,2019,11/16/19 0:00,Cardio,HIIT
11/15/19,2019-W46,2019-11,2019-Q4,2019,11/15/19 0:00,Cardio,HIIT
11/13/19,2019-W46,2019-11,2019-Q4,2019,11/13/19 0:00,Strength,Other
11/12/19,2019-W46,2019-11,2019-Q4,2019,11/12/19 0:00,Cardio,HIIT
11/3/19,2019-W44,2019-11,2019-Q4,2019,11/3/19 0:00,Mobility,Yoga
11/1/19,2019-W44,2019-11,2019-Q4,2019,11/1/19 0:00,Cardio,HIIT
10/25/19,2019-W43,2019-10,2019-Q4,2019,10/25/19 0:00,Cardio,HIIT
10/22/19,2019-W43,2019-10,2019-Q4,2019,10/22/19 0:00,Mobility,Yoga
10/18/19,2019-W42,2019-10,2019-Q4,2019,10/18/19 0:00,Cardio,HIIT
10/14/19,2019-W42,2019-10,2019-Q4,2019,10/14/19 0:00,Cardio,Volleyball
10/13/19,2019-W41,2019-10,2019-Q4,2019,10/13/19 0:00,Cardio,HIIT
10/11/19,2019-W41,2019-10,2019-Q4,2019,10/11/19 0:00,Cardio,HIIT
10/7/19,2019-W41,2019-10,2019-Q4,2019,10/7/19 0:00,Cardio,Volleyball
9/30/19,2019-W40,2019-09,2019-Q3,2019,9/30/19 0:00,Cardio,Volleyball
9/29/19,2019-W39,2019-09,2019-Q3,2019,9/29/19 0:00,Cardio,Other
9/26/19,2019-W39,2019-09,2019-Q3,2019,9/26/19 0:00,Strength,Day A
9/16/19,2019-W38,2019-09,2019-Q3,2019,9/16/19 0:00,Cardio,Volleyball
9/15/19,2019-W37,2019-09,2019-Q3,2019,9/15/19 0:00,Cardio,Fitness Test
9/6/19,2019-W36,2019-09,2019-Q3,2019,9/6/19 0:00,Strength,Day B
9/5/19,2019-W36,2019-09,2019-Q3,2019,9/5/19 0:00,Cardio,Volleyball
9/3/19,2019-W36,2019-09,2019-Q3,2019,9/3/19 0:00,Strength,Day A
9/2/19,2019-W36,2019-09,2019-Q3,2019,9/2/19 0:00,Cardio,Mowed
8/31/19,2019-W35,2019-08,2019-Q3,2019,8/31/19 0:00,Cardio,Other
8/29/19,2019-W35,2019-08,2019-Q3,2019,8/29/19 0:00,Cardio,Other
8/27/19,2019-W35,2019-08,2019-Q3,2019,8/27/19 0:00,Strength,Day B
8/26/19,2019-W35,2019-08,2019-Q3,2019,8/26/19 0:00,Cardio,Volleyball
8/22/19,2019-W34,2019-08,2019-Q3,2019,8/22/19 0:00,Strength,Day A
8/19/19,2019-W34,2019-08,2019-Q3,2019,8/19/19 0:00,Cardio,Volleyball
8/15/19,2019-W33,2019-08,2019-Q3,2019,8/15/19 0:00,Mobility,Yoga
8/12/19,2019-W33,2019-08,2019-Q3,2019,8/12/19 0:00,Cardio,Volleyball
8/11/19,2019-W32,2019-08,2019-Q3,2019,8/11/19 0:00,Cardio,Mowed
8/9/19,2019-W32,2019-08,2019-Q3,2019,8/9/19 0:00,Strength,Day B
8/7/19,2019-W32,2019-08,2019-Q3,2019,8/7/19 0:00,Strength,Day A
8/2/19,2019-W31,2019-08,2019-Q3,2019,8/2/19 0:00,Strength,Day B
7/31/19,2019-W31,2019-07,2019-Q3,2019,7/31/19 0:00,Cardio,Other
7/27/19,2019-W30,2019-07,2019-Q3,2019,7/27/19 0:00,Strength,Day A
7/25/19,2019-W30,2019-07,2019-Q3,2019,7/25/19 0:00,Strength,Day B
7/23/19,2019-W30,2019-07,2019-Q3,2019,7/23/19 0:00,Strength,Other
7/19/19,2019-W29,2019-07,2019-Q3,2019,7/19/19 0:00,Strength,Other
7/17/19,2019-W29,2019-07,2019-Q3,2019,7/17/19 0:00,Strength,Other
7/14/19,2019-W28,2019-07,2019-Q3,2019,7/14/19 0:00,Strength,Other
7/12/19,2019-W28,2019-07,2019-Q3,2019,7/12/19 0:00,Strength,Day D
7/10/19,2019-W28,2019-07,2019-Q3,2019,7/10/19 0:00,Strength,Other
7/7/19,2019-W27,2019-07,2019-Q3,2019,7/7/19 0:00,Strength,Other
7/6/19,2019-W27,2019-07,2019-Q3,2019,7/6/19 0:00,Strength,Other
7/2/19,2019-W27,2019-07,2019-Q3,2019,7/2/19 0:00,Strength,Other
6/30/19,2019-W26,2019-06,2019-Q2,2019,6/30/19 0:00,Strength,Other
6/28/19,2019-W26,2019-06,2019-Q2,2019,6/28/19 0:00,Strength,Other
6/25/19,2019-W26,2019-06,2019-Q2,2019,6/25/19 0:00,Strength,Other
6/23/19,2019-W25,2019-06,2019-Q2,2019,6/23/19 0:00,Strength,Other
6/18/19,2019-W25,2019-06,2019-Q2,2019,6/18/19 0:00,Strength,Other
6/16/19,2019-W24,2019-06,2019-Q2,2019,6/16/19 0:00,Strength,Other
6/5/19,2019-W23,2019-06,2019-Q2,2019,6/5/19 0:00,Strength,Other
6/2/19,2019-W22,2019-06,2019-Q2,2019,6/2/19 0:00,Strength,Other
