Date,Week,Month,Quarter,Year,Timestamp,Workout Type,Workout Name
11/10/16,2016-W46,2016-11,2016-Q4,2016,11/10/16 0:00,Cardio,Volleyball
11/9/16,2016-W46,2016-11,2016-Q4,2016,11/9/16 0:00,Strength,Legs & Abs
11/7/16,2016-W46,2016-11,2016-Q4,2016,11/7/16 0:00,Strength,Other
11/6/16,2016-W45,2016-11,2016-Q4,2016,11/6/16 0:00,Strength,Legs & Abs
11/2/16,2016-W45,2016-11,2016-Q4,2016,11/2/16 0:00,Strength,Other
11/1/16,2016-W45,2016-11,2016-Q4,2016,11/1/16 0:00,Cardio,Bike
10/31/16,2016-W45,2016-10,2016-Q4,2016,10/31/16 0:00,Cardio,Bike
10/26/16,2016-W44,2016-10,2016-Q4,2016,10/26/16 0:00,Cardio,Other
10/22/16,2016-W43,2016-10,2016-Q4,2016,10/22/16 0:00,Cardio,Mowed
10/20/16,2016-W43,2016-10,2016-Q4,2016,10/20/16 0:00,Strength,Other
10/15/16,2016-W42,2016-10,2016-Q4,2016,10/15/16 0:00,Strength,Other
10/10/16,2016-W42,2016-10,2016-Q4,2016,10/10/16 0:00,Cardio,Volleyball
10/8/16,2016-W41,2016-10,2016-Q4,2016,10/8/16 0:00,Strength,Other
10/7/16,2016-W41,2016-10,2016-Q4,2016,10/7/16 0:00,Cardio,Bike
10/5/16,2016-W41,2016-10,2016-Q4,2016,10/5/16 0:00,Cardio,Bike
10/4/16,2016-W41,2016-10,2016-Q4,2016,10/4/16 0:00,Strength,Other
10/3/16,2016-W41,2016-10,2016-Q4,2016,10/3/16 0:00,Cardio,Volleyball
10/2/16,2016-W40,2016-10,2016-Q4,2016,10/2/16 0:00,Strength,Legs & Abs
10/1/16,2016-W40,2016-10,2016-Q4,2016,10/1/16 0:00,Strength,Other
9/28/16,2016-W40,2016-09,2016-Q3,2016,9/28/16 0:00,Cardio,Other
9/27/16,2016-W40,2016-09,2016-Q3,2016,9/27/16 0:00,Strength,Other
9/26/16,2016-W40,2016-09,2016-Q3,2016,9/26/16 0:00,Cardio,Volleyball
9/24/16,2016-W39,2016-09,2016-Q3,2016,9/24/16 0:00,Cardio,Bike
9/22/16,2016-W39,2016-09,2016-Q3,2016,9/22/16 0:00,Strength,Other
9/19/16,2016-W39,2016-09,2016-Q3,2016,9/19/16 0:00,Cardio,Volleyball
9/15/16,2016-W38,2016-09,2016-Q3,2016,9/15/16 0:00,Strength,Other
9/12/16,2016-W38,2016-09,2016-Q3,2016,9/12/16 0:00,Cardio,Volleyball
9/11/16,2016-W37,2016-09,2016-Q3,2016,9/11/16 0:00,Cardio,Other
9/8/16,2016-W37,2016-09,2016-Q3,2016,9/8/16 0:00,Strength,Other
9/6/16,2016-W37,2016-09,2016-Q3,2016,9/6/16 0:00,Cardio,Volleyball
9/2/16,2016-W36,2016-09,2016-Q3,2016,9/2/16 0:00,Strength,Other
8/31/16,2016-W36,2016-08,2016-Q3,2016,8/31/16 0:00,Strength,Other
8/30/16,2016-W36,2016-08,2016-Q3,2016,8/30/16 0:00,Strength,Other
8/29/16,2016-W36,2016-08,2016-Q3,2016,8/29/16 0:00,Cardio,Volleyball
8/26/16,2016-W35,2016-08,2016-Q3,2016,8/26/16 0:00,Mobility,Yoga
8/22/16,2016-W35,2016-08,2016-Q3,2016,8/22/16 0:00,Strength,Other
8/18/16,2016-W34,2016-08,2016-Q3,2016,8/18/16 0:00,Cardio,Basketball
8/16/16,2016-W34,2016-08,2016-Q3,2016,8/16/16 0:00,Cardio,Bike
8/15/16,2016-W34,2016-08,2016-Q3,2016,8/15/16 0:00,Cardio,Volleyball
8/13/16,2016-W33,2016-08,2016-Q3,2016,8/13/16 0:00,Strength,Other
8/12/16,2016-W33,2016-08,2016-Q3,2016,8/12/16 0:00,Strength,Other
8/11/16,2016-W33,2016-08,2016-Q3,2016,8/11/16 0:00,Cardio,Other
8/8/16,2016-W33,2016-08,2016-Q3,2016,8/8/16 0:00,Strength,Other
8/4/16,2016-W32,2016-08,2016-Q3,2016,8/4/16 0:00,Strength,Other
7/30/16,2016-W31,2016-07,2016-Q3,2016,7/30/16 0:00,Cardio,Bike
7/28/16,2016-W31,2016-07,2016-Q3,2016,7/28/16 0:00,Strength,Legs & Abs
7/26/16,2016-W31,2016-07,2016-Q3,2016,7/26/16 0:00,Strength,Other
7/25/16,2016-W31,2016-07,2016-Q3,2016,7/25/16 0:00,Cardio,Bike
7/21/16,2016-W30,2016-07,2016-Q3,2016,7/21/16 0:00,Cardio,Basketball
7/20/16,2016-W30,2016-07,2016-Q3,2016,7/20/16 0:00,Strength,Legs & Abs
7/18/16,2016-W30,2016-07,2016-Q3,2016,7/18/16 0:00,Strength,Other
7/14/16,2016-W29,2016-07,2016-Q3,2016,7/14/16 0:00,Cardio,Basketball
7/12/16,2016-W29,2016-07,2016-Q3,2016,7/12/16 0:00,Strength,Legs & Abs
7/11/16,2016-W29,2016-07,2016-Q3,2016,7/11/16 0:00,Strength,Other
7/7/16,2016-W28,2016-07,2016-Q3,2016,7/7/16 0:00,Strength,Other
7/6/16,2016-W28,2016-07,2016-Q3,2016,7/6/16 0:00,Cardio,Bike
7/5/16,2016-W28,2016-07,2016-Q3,2016,7/5/16 0:00,Strength,Legs & Abs
7/4/16,2016-W28,2016-07,2016-Q3,2016,7/4/16 0:00,Unknown,Legacy Exercise
6/30/16,2016-W27,2016-06,2016-Q2,2016,6/30/16 0:00,Mobility,Yoga
6/29/16,2016-W27,2016-06,2016-Q2,2016,6/29/16 0:00,Strength,Legs & Abs
6/27/16,2016-W27,2016-06,2016-Q2,2016,6/27/16 0:00,Strength,Other
6/22/16,2016-W26,2016-06,2016-Q2,2016,6/22/16 0:00,Strength,Other
6/20/16,2016-W26,2016-06,2016-Q2,2016,6/20/16 0:00,Strength,Legs & Abs
6/16/16,2016-W25,2016-06,2016-Q2,2016,6/16/16 0:00,Strength,Other
6/15/16,2016-W25,2016-06,2016-Q2,2016,6/15/16 0:00,Cardio,Other
6/14/16,2016-W25,2016-06,2016-Q2,2016,6/14/16 0:00,Strength,Other
6/11/16,2016-W24,2016-06,2016-Q2,2016,6/11/16 0:00,Cardio,Basketball
6/10/16,2016-W24,2016-06,2016-Q2,2016,6/10/16 0:00,Strength,Other
6/8/16,2016-W24,2016-06,2016-Q2,2016,6/8/16 0:00,Strength,Other
6/7/16,2016-W24,2016-06,2016-Q2,2016,6/7/16 0:00,Cardio,Basketball
6/6/16,2016-W24,2016-06,2016-Q2,2016,6/6/16 0:00,Strength,Legs & Abs
6/5/16,2016-W23,2016-06,2016-Q2,2016,6/5/16 0:00,Cardio,Basketball
6/3/16,2016-W23,2016-06,2016-Q2,2016,6/3/16 0:00,Mobility,Yoga
6/2/16,2016-W23,2016-06,2016-Q2,2016,6/2/16 0:00,Strength,Other
6/1/16,2016-W23,2016-06,2016-Q2,2016,6/1/16 0:00,Strength,Other
5/31/16,2016-W23,2016-05,2016-Q2,2016,5/31/16 0:00,Strength,Legs & Abs
5/18/16,2016-W21,2016-05,2016-Q2,2016,5/18/16 0:00,Strength,Other
5/11/16,2016-W20,2016-05,2016-Q2,2016,5/11/16 0:00,Cardio,Basketball
5/9/16,2016-W20,2016-05,2016-Q2,2016,5/9/16 0:00,Strength,Other
5/1/16,2016-W18,2016-05,2016-Q2,2016,5/1/16 0:00,Cardio,Basketball
4/26/16,2016-W18,2016-04,2016-Q2,2016,4/26/16 0:00,Strength,Other
4/20/16,2016-W17,2016-04,2016-Q2,2016,4/20/16 0:00,Cardio,Basketball
4/19/16,2016-W17,2016-04,2016-Q2,2016,4/19/16 0:00,Strength,Other
4/18/16,2016-W17,2016-04,2016-Q2,2016,4/18/16 0:00,Strength,Other
4/17/16,2016-W16,2016-04,2016-Q2,2016,4/17/16 0:00,Cardio,Basketball
4/15/16,2016-W16,2016-04,2016-Q2,2016,4/15/16 0:00,Mobility,Yoga
4/14/16,2016-W16,2016-04,2016-Q2,2016,4/14/16 0:00,Cardio,Basketball
4/13/16,2016-W16,2016-04,2016-Q2,2016,4/13/16 0:00,Strength,Other
4/12/16,2016-W16,2016-04,2016-Q2,2016,4/12/16 0:00,Mobility,Yoga
4/11/16,2016-W16,2016-04,2016-Q2,2016,4/11/16 0:00,Strength,Legs & Abs
4/10/16,2016-W15,2016-04,2016-Q2,2016,4/10/16 0:00,Cardio,Basketball
4/9/16,2016-W15,2016-04,2016-Q2,2016,4/9/16 0:00,Cardio,Basketball
4/5/16,2016-W15,2016-04,2016-Q2,2016,4/5/16 0:00,Cardio,Basketball
3/31/16,2016-W14,2016-03,2016-Q1,2016,3/31/16 0:00,Strength,Other
3/30/16,2016-W14,2016-03,2016-Q1,2016,3/30/16 0:00,Cardio,Basketball
3/29/16,2016-W14,2016-03,2016-Q1,2016,3/29/16 0:00,Cardio,Basketball
3/23/16,2016-W13,2016-03,2016-Q1,2016,3/23/16 0:00,Strength,Other
3/22/16,2016-W13,2016-03,2016-Q1,2016,3/22/16 0:00,Cardio,Basketball
3/21/16,2016-W13,2016-03,2016-Q1,2016,3/21/16 0:00,Strength,Legs & Abs
3/18/16,2016-W12,2016-03,2016-Q1,2016,3/18/16 0:00,Strength,Other
3/16/16,2016-W12,2016-03,2016-Q1,2016,3/16/16 0:00,Cardio,Basketball
3/15/16,2016-W12,2016-03,2016-Q1,2016,3/15/16 0:00,Cardio,Basketball
3/14/16,2016-W12,2016-03,2016-Q1,2016,3/14/16 0:00,Strength,Legs & Abs
3/11/16,2016-W11,2016-03,2016-Q1,2016,3/11/16 0:00,Cardio,Bike
3/10/16,2016-W11,2016-03,2016-Q1,2016,3/10/16 0:00,Cardio,Basketball
3/9/16,2016-W11,2016-03,2016-Q1,2016,3/9/16 0:00,Strength,Legs & Abs
3/8/16,2016-W11,2016-03,2016-Q1,2016,3/8/16 0:00,Cardio,Basketball
3/7/16,2016-W11,2016-03,2016-Q1,2016,3/7/16 0:00,Strength,Legs & Abs
3/6/16,2016-W10,2016-03,2016-Q1,2016,3/6/16 0:00,Strength,Legs & Abs
3/4/16,2016-W10,2016-03,2016-Q1,2016,3/4/16 0:00,Strength,Other
3/3/16,2016-W10,2016-03,2016-Q1,2016,3/3/16 0:00,Cardio,Basketball
3/2/16,2016-W10,2016-03,2016-Q1,2016,3/2/16 0:00,Strength,Legs & Abs
3/1/16,2016-W10,2016-03,2016-Q1,2016,3/1/16 0:00,Cardio,Basketball
2/29/16,2016-W10,2016-02,2016-Q1,2016,2/29/16 0:00,Strength,Other
2/25/16,2016-W09,2016-02,2016-Q1,2016,2/25/16 0:00,Cardio,Basketball
2/24/16,2016-W09,2016-02,2016-Q1,2016,2/24/16 0:00,Strength,Legs & Abs
2/22/16,2016-W09,2016-02,2016-Q1,2016,2/22/16 0:00,Strength,Other
2/19/16,2016-W08,2016-02,2016-Q1,2016,2/19/16 0:00,Cardio,Basketball
2/18/16,2016-W08,2016-02,2016-Q1,2016,2/18/16 0:00,Cardio,Basketball
2/17/16,2016-W08,2016-02,2016-Q1,2016,2/17/16 0:00,Strength,Legs & Abs
2/16/16,2016-W08,2016-02,2016-Q1,2016,2/16/16 0:00,Cardio,Basketball
2/15/16,2016-W08,2016-02,2016-Q1,2016,2/15/16 0:00,Strength,Other
2/11/16,2016-W07,2016-02,2016-Q1,2016,2/11/16 0:00,Cardio,Basketball
2/10/16,2016-W07,2016-02,2016-Q1,2016,2/10/16 0:00,Strength,Other
2/9/16,2016-W07,2016-02,2016-Q1,2016,2/9/16 0:00,Cardio,Basketball
2/8/16,2016-W07,2016-02,2016-Q1,2016,2/8/16 0:00,Strength,Legs & Abs
2/5/16,2016-W06,2016-02,2016-Q1,2016,2/5/16 0:00,Strength,Other
2/4/16,2016-W06,2016-02,2016-Q1,2016,2/4/16 0:00,Cardio,Basketball
2/3/16,2016-W06,2016-02,2016-Q1,2016,2/3/16 0:00,Strength,Legs & Abs
2/2/16,2016-W06,2016-02,2016-Q1,2016,2/2/16 0:00,Cardio,Basketball
2/1/16,2016-W06,2016-02,2016-Q1,2016,2/1/16 0:00,Strength,Other
1/28/16,2016-W05,2016-01,2016-Q1,2016,1/28/16 0:00,Cardio,Basketball
1/26/16,2016-W05,2016-01,2016-Q1,2016,1/26/16 0:00,Mobility,Yoga
1/21/16,2016-W04,2016-01,2016-Q1,2016,1/21/16 0:00,Cardio,Basketball
1/18/16,2016-W04,2016-01,2016-Q1,2016,1/18/16 0:00,Strength,Other
1/14/16,2016-W03,2016-01,2016-Q1,2016,1/14/16 0:00,Cardio,Basketball
1/13/16,2016-W03,2016-01,2016-Q1,2016,1/13/16 0:00,Strength,Legs & Abs
1/12/16,2016-W03,2016-01,2016-Q1,2016,1/12/16 0:00,Cardio,Basketball
1/6/16,2016-W02,2016-01,2016-Q1,2016,1/6/16 0:00,Strength,Other
1/5/16,2016-W02,2016-01,2016-Q1,2016,1/5/16 0:00,Mobility,Yoga
1/4/16,2016-W02,2016-01,2016-Q1,2016,1/4/16 0:00,Strength,Legs & Abs
12/20/15,2015-W51,2015-12,2015-Q4,2015,12/20/15 0:00,Unknown,Legacy Exercise
12/18/15,2015-W51,2015-12,2015-Q4,2015,12/18/15 0:00,Strength,Other
12/15/15,2015-W51,2015-12,2015-Q4,2015,12/15/15 0:00,Strength,Other
12/9/15,2015-W50,2015-12,2015-Q4,2015,12/9/15 0:00,Strength,Legs & Abs
12/8/15,2015-W50,2015-12,2015-Q4,2015,12/8/15 0:00,Strength,Other
12/7/15,2015-W50,2015-12,2015-Q4,2015,12/7/15 0:00,Strength,Legs & Abs
12/5/15,2015-W49,2015-12,2015-Q4,2015,12/5/15 0:00,Strength,Other
12/4/15,2015-W49,2015-12,2015-Q4,2015,12/4/15 0:00,Strength,Other
12/2/15,2015-W49,2015-12,2015-Q4,2015,12/2/15 0:00,Strength,Legs & Abs
11/18/15,2015-W47,2015-11,2015-Q4,2015,11/18/15 0:00,Strength,Other
11/17/15,2015-W47,2015-11,2015-Q4,2015,11/17/15 0:00,Strength,Other
11/16/15,2015-W47,2015-11,2015-Q4,2015,11/16/15 0:00,Strength,Other
11/15/15,2015-W46,2015-11,2015-Q4,2015,11/15/15 0:00,Cardio,Basketball
11/12/15,2015-W46,2015-11,2015-Q4,2015,11/12/15 0:00,Cardio,Basketball
11/8/15,2015-W45,2015-11,2015-Q4,2015,11/8/15 0:00,Cardio,Basketball
11/5/15,2015-W45,2015-11,2015-Q4,2015,11/5/15 0:00,Cardio,Basketball
11/2/15,2015-W45,2015-11,2015-Q4,2015,11/2/15 0:00,Strength,Other
10/29/15,2015-W44,2015-10,2015-Q4,2015,10/29/15 0:00,Cardio,Basketball
10/25/15,2015-W43,2015-10,2015-Q4,2015,10/25/15 0:00,Cardio,Basketball
10/22/15,2015-W43,2015-10,2015-Q4,2015,10/22/15 0:00,Cardio,Basketball
10/19/15,2015-W43,2015-10,2015-Q4,2015,10/19/15 0:00,Strength,Other
10/18/15,2015-W42,2015-10,2015-Q4,2015,10/18/15 0:00,Cardio,Basketball
10/16/15,2015-W42,2015-10,2015-Q4,2015,10/16/15 0:00,Cardio,Basketball
10/15/15,2015-W42,2015-10,2015-Q4,2015,10/15/15 0:00,Cardio,Basketball
10/12/15,2015-W42,2015-10,2015-Q4,2015,10/12/15 0:00,Strength,Other
10/11/15,2015-W41,2015-10,2015-Q4,2015,10/11/15 0:00,Cardio,Basketball
10/8/15,2015-W41,2015-10,2015-Q4,2015,10/8/15 0:00,Cardio,Basketball
10/7/15,2015-W41,2015-10,2015-Q4,2015,10/7/15 0:00,Cardio,Basketball
10/4/15,2015-W40,2015-10,2015-Q4,2015,10/4/15 0:00,Cardio,Basketball
10/3/15,2015-W40,2015-10,2015-Q4,2015,10/3/15 0:00,Strength,Other
10/1/15,2015-W40,2015-10,2015-Q4,2015,10/1/15 0:00,Cardio,Basketball
9/27/15,2015-W39,2015-09,2015-Q3,2015,9/27/15 0:00,Cardio,Basketball
9/23/15,2015-W39,2015-09,2015-Q3,2015,9/23/15 0:00,Strength,Other
9/21/15,2015-W39,2015-09,2015-Q3,2015,9/21/15 0:00,Strength,Other
9/12/15,2015-W37,2015-09,2015-Q3,2015,9/12/15 0:00,Strength,Other
9/5/15,2015-W36,2015-09,2015-Q3,2015,9/5/15 0:00,Cardio,Other
9/2/15,2015-W36,2015-09,2015-Q3,2015,9/2/15 0:00,Strength,Other
9/1/15,2015-W36,2015-09,2015-Q3,2015,9/1/15 0:00,Strength,Other
8/31/15,2015-W36,2015-08,2015-Q3,2015,8/31/15 0:00,Strength,Other
8/30/15,2015-W35,2015-08,2015-Q3,2015,8/30/15 0:00,Strength,Legs & Abs
8/26/15,2015-W35,2015-08,2015-Q3,2015,8/26/15 0:00,Cardio,Basketball
8/19/15,2015-W34,2015-08,2015-Q3,2015,8/19/15 0:00,Strength,Other
8/18/15,2015-W34,2015-08,2015-Q3,2015,8/18/15 0:00,Mobility,Yoga
8/10/15,2015-W33,2015-08,2015-Q3,2015,8/10/15 0:00,Strength,Other
8/8/15,2015-W32,2015-08,2015-Q3,2015,8/8/15 0:00,Cardio,Basketball
8/1/15,2015-W31,2015-08,2015-Q3,2015,8/1/15 0:00,Strength,Other
7/27/15,2015-W31,2015-07,2015-Q3,2015,7/27/15 0:00,Strength,Other
7/18/15,2015-W29,2015-07,2015-Q3,2015,7/18/15 0:00,Strength,Other
7/17/15,2015-W29,2015-07,2015-Q3,2015,7/17/15 0:00,Unknown,Legacy Exercise
7/13/15,2015-W29,2015-07,2015-Q3,2015,7/13/15 0:00,Strength,Other
7/12/15,2015-W28,2015-07,2015-Q3,2015,7/12/15 0:00,Strength,Other
7/10/15,2015-W28,2015-07,2015-Q3,2015,7/10/15 0:00,Strength,Other
7/8/15,2015-W28,2015-07,2015-Q3,2015,7/8/15 0:00,Strength,Legs & Abs
6/28/15,2015-W26,2015-06,2015-Q2,2015,6/28/15 0:00,Unknown,Legacy Exercise
6/24/15,2015-W26,2015-06,2015-Q2,2015,6/24/15 0:00,Unknown,Legacy Exercise
6/23/15,2015-W26,2015-06,2015-Q2,2015,6/23/15 0:00,Unknown,Legacy Exercise
5/29/15,2015-W22,2015-05,2015-Q2,2015,5/29/15 0:00,Unknown,Legacy Exercise
5/27/15,2015-W22,2015-05,2015-Q2,2015,5/27/15 0:00,Unknown,Legacy Exercise
5/26/15,2015-W22,2015-05,2015-Q2,2015,5/26/15 0:00,Unknown,Legacy Exercise
5/25/15,2015-W22,2015-05,2015-Q2,2015,5/25/15 0:00,Unknown,Legacy Exercise
4/25/15,2015-W17,2015-04,2015-Q2,2015,4/25/15 0:00,Unknown,Legacy Exercise
4/23/15,2015-W17,2015-04,2015-Q2,2015,4/23/15 0:00,Unknown,Legacy Exercise
4/22/15,2015-W17,2015-04,2015-Q2,2015,4/22/15 0:00,Unknown,Legacy Exercise
4/21/15,2015-W17,2015-04,2015-Q2,2015,4/21/15 0:00,Unknown,Legacy Exercise
4/20/15,2015-W17,2015-04,2015-Q2,2015,4/20/15 0:00,Unknown,Legacy Exercise
4/18/15,2015-W16,2015-04,2015-Q2,2015,4/18/15 0:00,Unknown,Legacy Exercise
4/15/15,2015-W16,2015-04,2015-Q2,2015,4/15/15 0:00,Unknown,Legacy Exercise
4/13/15,2015-W16,2015-04,2015-Q2,2015,4/13/15 0:00,Unknown,Legacy Exercise
4/9/15,2015-W15,2015-04,2015-Q2,2015,4/9/15 0:00,Unknown,Legacy Exercise
4/8/15,2015-W15,2015-04,2015-Q2,2015,4/8/15 0:00,Unknown,Legacy Exercise
4/7/15,2015-W15,2015-04,2015-Q2,2015,4/7/15 0:00,Unknown,Legacy Exercise
4/6/15,2015-W15,2015-04,2015-Q2,2015,4/6/15 0:00,Unknown,Legacy Exercise
4/3/15,2015-W14,2015-04,2015-Q2,2015,4/3/15 0:00,Unknown,Legacy Exercise
4/2/15,2015-W14,2015-04,2015-Q2,2015,4/2/15 0:00,Unknown,Legacy Exercise
3/30/15,2015-W14,2015-03,2015-Q1,2015,3/30/15 0:00,Unknown,Legacy Exercise
3/26/15,2015-W13,2015-03,2015-Q1,2015,3/26/15 0:00,Unknown,Legacy Exercise
3/25/15,2015-W13,2015-03,2015-Q1,2015,3/25/15 0:00,Unknown,Legacy Exercise
3/24/15,2015-W13,2015-03,2015-Q1,2015,3/24/15 0:00,Unknown,Legacy Exercise
3/23/15,2015-W13,2015-03,2015-Q1,2015,3/23/15 0:00,Unknown,Legacy Exercise
3/14/15,2015-W11,2015-03,2015-Q1,2015,3/14/15 0:00,Unknown,Legacy Exercise
3/12/15,2015-W11,2015-03,2015-Q1,2015,3/12/15 0:00,Unknown,Legacy Exercise
3/4/15,2015-W10,2015-03,2015-Q1,2015,3/4/15 0:00,Unknown,Legacy Exercise
2/18/15,2015-W08,2015-02,2015-Q1,2015,2/18/15 0:00,Unknown,Legacy Exercise
2/7/15,2015-W06,2015-02,2015-Q1,2015,2/7/15 0:00,Unknown,Legacy Exercise
2/4/15,2015-W06,2015-02,2015-Q1,2015,2/4/15 0:00,Unknown,Legacy Exercise
2/2/15,2015-W06,2015-02,2015-Q1,2015,2/2/15 0:00,Unknown,Legacy Exercise
1/28/15,2015-W05,2015-01,2015-Q1,2015,1/28/15 0:00,Unknown,Legacy Exercise
1/26/15,2015-W05,2015-01,2015-Q1,2015,1/26/15 0:00,Unknown,Legacy Exercise
1/25/15,2015-W04,2015-01,2015-Q1,2015,1/25/15 0:00,Unknown,Legacy Exercise
1/21/15,2015-W04,2015-01,2015-Q1,2015,1/21/15 0:00,Unknown,Legacy Exercise
1/17/15,2015-W03,2015-01,2015-Q1,2015,1/17/15 0:00,Unknown,Legacy Exercise
1/16/15,2015-W03,2015-01,2015-Q1,2015,1/16/15 0:00,Unknown,Legacy Exercise
1/13/15,2015-W03,2015-01,2015-Q1,2015,1/13/15 0:00,Unknown,Legacy Exercise
1/12/15,2015-W03,2015-01,2015-Q1,2015,1/12/15 0:00,Unknown,Legacy Exercise
1/11/15,2015-W02,2015-01,2015-Q1,2015,1/11/15 0:00,Unknown,Legacy Exercise
1/9/15,2015-W02,2015-01,2015-Q1,2015,1/9/15 0:00,Unknown,Legacy Exercise
1/5/15,2015-W02,2015-01,2015-Q1,2015,1/5/15 0:00,Unknown,Legacy Exercise
12/17/14,2014-W51,2014-12,2014-Q4,2014,12/17/14 0:00,Unknown,Legacy Exercise
12/14/14,2014-W50,2014-12,2014-Q4,2014,12/14/14 0:00,Unknown,Legacy Exercise
12/11/14,2014-W50,2014-12,2014-Q4,2014,12/11/14 0:00,Unknown,Legacy Exercise
12/9/14,2014-W50,2014-12,2014-Q4,2014,12/9/14 0:00,Unknown,Legacy Exercise
12/8/14,2014-W50,2014-12,2014-Q4,2014,12/8/14 0:00,Unknown,Legacy Exercise
12/5/14,2014-W49,2014-12,2014-Q4,2014,12/5/14 0:00,Unknown,Legacy Exercise
11/22/14,2014-W47,2014-11,2014-Q4,2014,11/22/14 0:00,Unknown,Legacy Exercise
11/13/14,2014-W46,2014-11,2014-Q4,2014,11/13/14 0:00,Unknown,Legacy Exercise
11/10/14,2014-W46,2014-11,2014-Q4,2014,11/10/14 0:00,Unknown,Legacy Exercise
11/9/14,2014-W45,2014-11,2014-Q4,2014,11/9/14 0:00,Unknown,Legacy Exercise
11/7/14,2014-W45,2014-11,2014-Q4,2014,11/7/14 0:00,Unknown,Legacy Exercise
11/5/14,2014-W45,2014-11,2014-Q4,2014,11/5/14 0:00,Unknown,Legacy Exercise
11/4/14,2014-W45,2014-11,2014-Q4,2014,11/4/14 0:00,Unknown,Legacy Exercise
11/2/14,2014-W44,2014-11,2014-Q4,2014,11/2/14 0:00,Unknown,Legacy Exercise
10/28/14,2014-W44,2014-10,2014-Q4,2014,10/28/14 0:00,Unknown,Legacy Exercise
10/26/14,2014-W43,2014-10,2014-Q4,2014,10/26/14 0:00,Unknown,Legacy Exercise
10/23/14,2014-W43,2014-10,2014-Q4,2014,10/23/14 0:00,Unknown,Legacy Exercise
10/22/14,2014-W43,2014-10,2014-Q4,2014,10/22/14 0:00,Unknown,Legacy Exercise
10/19/14,2014-W42,2014-10,2014-Q4,2014,10/19/14 0:00,Unknown,Legacy Exercise
10/16/14,2014-W42,2014-10,2014-Q4,2014,10/16/14 0:00,Unknown,Legacy Exercise
10/14/14,2014-W42,2014-10,2014-Q4,2014,10/14/14 0:00,Unknown,Legacy Exercise
10/9/14,2014-W41,2014-10,2014-Q4,2014,10/9/14 0:00,Unknown,Legacy Exercise
10/8/14,2014-W41,2014-10,2014-Q4,2014,10/8/14 0:00,Unknown,Legacy Exercise
10/6/14,2014-W41,2014-10,2014-Q4,2014,10/6/14 0:00,Unknown,Legacy Exercise
10/5/14,2014-W40,2014-10,2014-Q4,2014,10/5/14 0:00,Unknown,Legacy Exercise
10/2/14,2014-W40,2014-10,2014-Q4,2014,10/2/14 0:00,Unknown,Legacy Exercise
9/29/14,2014-W40,2014-09,2014-Q3,2014,9/29/14 0:00,Unknown,Legacy Exercise
9/15/14,2014-W38,2014-09,2014-Q3,2014,9/15/14 0:00,Unknown,Legacy Exercise
9/14/14,2014-W37,2014-09,2014-Q3,2014,9/14/14 0:00,Unknown,Legacy Exercise
9/11/14,2014-W37,2014-09,2014-Q3,2014,9/11/14 0:00,Unknown,Legacy Exercise
9/8/14,2014-W37,2014-09,2014-Q3,2014,9/8/14 0:00,Unknown,Legacy Exercise
9/2/14,2014-W36,2014-09,2014-Q3,2014,9/2/14 0:00,Unknown,Legacy Exercise
8/25/14,2014-W35,2014-08,2014-Q3,2014,8/25/14 0:00,Unknown,Legacy Exercise
8/24/14,2014-W34,2014-08,2014-Q3,2014,8/24/14 0:00,Unknown,Legacy Exercise
8/21/14,2014-W34,2014-08,2014-Q3,2014,8/21/14 0:00,Unknown,Legacy Exercise
8/18/14,2014-W34,2014-08,2014-Q3,2014,8/18/14 0:00,Unknown,Legacy Exercise
8/10/14,2014-W32,2014-08,2014-Q3,2014,8/10/14 0:00,Unknown,Legacy Exercise
8/7/14,2014-W32,2014-08,2014-Q3,2014,8/7/14 0:00,Unknown,Legacy Exercise
8/4/14,2014-W32,2014-08,2014-Q3,2014,8/4/14 0:00,Unknown,Legacy Exercise
7/29/14,2014-W31,2014-07,2014-Q3,2014,7/29/14 0:00,Unknown,Legacy Exercise
7/27/14,2014-W30,2014-07,2014-Q3,2014,7/27/14 0:00,Unknown,Legacy Exercise
7/24/14,2014-W30,2014-07,2014-Q3,2014,7/24/14 0:00,Unknown,Legacy Exercise
7/22/14,2014-W30,2014-07,2014-Q3,2014,7/22/14 0:00,Unknown,Legacy Exercise
7/21/14,2014-W30,2014-07,2014-Q3,2014,7/21/14 0:00,Unknown,Legacy Exercise
7/18/14,2014-W29,2014-07,2014-Q3,2014,7/18/14 0:00,Unknown,Legacy Exercise
7/14/14,2014-W29,2014-07,2014-Q3,2014,7/14/14 0:00,Unknown,Legacy Exercise
7/10/14,2014-W28,2014-07,2014-Q3,2014,7/10/14 0:00,Unknown,Legacy Exercise
7/2/14,2014-W27,2014-07,2014-Q3,2014,7/2/14 0:00,Unknown,Legacy Exercise
6/30/14,2014-W27,2014-06,2014-Q2,2014,6/30/14 0:00,Unknown,Legacy Exercise
6/23/14,2014-W26,2014-06,2014-Q2,2014,6/23/14 0:00,Unknown,Legacy Exercise
6/14/14,2014-W24,2014-06,2014-Q2,2014,6/14/14 0:00,Unknown,Legacy Exercise
6/10/14,2014-W24,2014-06,2014-Q2,2014,6/10/14 0:00,Unknown,Legacy Exercise
6/5/14,2014-W23,2014-06,2014-Q2,2014,6/5/14 0:00,Unknown,Legacy Exercise
5/31/14,2014-W22,2014-05,2014-Q2,2014,5/31/14 0:00,Unknown,Legacy Exercise
